,Name,image_link,tickets_url,start_date,start_time,end_date,end_time,venue,address_1,address_2,organizer,organizer_url,url
74,GIFTEX'23,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F513339079%2F1492622818623%2F1%2Foriginal.20230512-052148?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C21%2C1280%2C640&s=fb529b3c7d9044ec3173946f8f8ae30f,https://www.eventbrite.com/checkout-external?eid=635213840697,2023-08-08,10:30,2023-08-11,19:30,Nehru Centre Art Gallery,Doctor Annie Besant Road,,Giftex India,https://www.eventbrite.com/o/giftex-india-64078470273,https://www.eventbrite.com/e/giftex23-tickets-635213840697
75,iSC Talks 8.0,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F527737939%2F278700039907%2F1%2Foriginal.20230602-102911?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C50%2C1600%2C800&s=36e57d3dbff382ce6b618ab6c82aefb4,https://www.eventbrite.com/checkout-external?eid=641306624377,2023-06-17,10:00,2023-06-17,17:00,Mindspace Malad,New Link Road,,iSchoolConnect,https://www.eventbrite.com/o/ischoolconnect-18037410182,https://www.eventbrite.com/e/isc-talks-80-tickets-641306624377
76,Maharashtra Moving Forward: Fifteen Legal Reforms for the State,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F524429539%2F1578622541993%2F1%2Foriginal.20230529-092358?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1370%2C685&s=959acc98d1850750059efe1fdc297cab,https://www.eventbrite.com/checkout-external?eid=645200370677,2023-06-09,17:00,2023-06-09,19:30,Yashwantrao Chavan Centre.,7/8 General Jagannath Bhosle Road,,Vidhi Centre for Legal Policy,https://www.eventbrite.com/o/vidhi-centre-for-legal-policy-66534905793,https://www.eventbrite.com/e/maharashtra-moving-forward-fifteen-legal-reforms-for-the-state-tickets-645200370677
77,My Role in the Universe – Lessons from Kybalion,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F472554729%2F260609694756%2F1%2Foriginal.20230319-171505?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=4cd488c0c50d6b38d3611e57cd5a57dc,https://www.eventbrite.com/checkout-external?eid=594051543157,2023-06-11,18:00,2023-06-11,20:00,New Acropolis Pune branch,"Plot no.22, Gangajanan Society","Lane No. 7, Koregaon Park, South Main Road",New Acropolis Pune,https://www.eventbrite.com/o/new-acropolis-pune-17461826101,https://www.eventbrite.com/e/my-role-in-the-universe-lessons-from-kybalion-tickets-594051543157
78,Startups: Develop Innovative Product with Minimum Viable Thinking,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F531255749%2F262347974128%2F1%2Foriginal.20201207-213439?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C63%2C2078%2C1039&s=66a01a430f68ea055a89385f01afd02e,https://www.eventbrite.com/checkout-external?eid=652999508107,2023-06-14,19:00,2023-06-14,22:00,Mindshop Online Classroom,.,.,"Kat Usop, MSHI",https://www.eventbrite.com/o/kat-usop-mshi-17526467445,https://www.eventbrite.com/e/startups-develop-innovative-product-with-minimum-viable-thinking-tickets-652999508107
79,"Work in Europe / Sweden - Jobs, Employers, Work Visa (MUM)",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F317564449%2F532420644249%2F1%2Foriginal.20220319-052311?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=7282ec5a72ede2917d61df64a1e9617c,https://www.eventbrite.com/checkout-external?eid=644130149617,2023-06-13,19:00,2023-06-13,20:00,"Regus - Mumbai, Platina 11F-BKC",Bandra Kurla Complex Road,,English Jobs Sweden,https://www.eventbrite.com/o/english-jobs-sweden-33101156413,https://www.eventbrite.com/e/work-in-europe-sweden-jobs-employers-work-visa-mum-tickets-644130149617
80,Jewellery World - Premium Jewellery Exhibition,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F517388619%2F312242468755%2F1%2Foriginal.20230518-062435?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C486%2C1080%2C540&s=61b6d8a385c73015c7ae3e7069ab65c7,https://www.eventbrite.com/checkout-external?eid=638532898087,2023-07-21,10:00,2023-07-23,19:00,The St. Regis Mumbai,462 Senapati Bapat Marg,,BookMyStall,https://www.eventbrite.com/o/bookmystall-28264905989,https://www.eventbrite.com/e/jewellery-world-premium-jewellery-exhibition-tickets-638532898087
81,"Fashion Affair | 16 - 17 June [ Hotel Tulip Star, Juhu, Mumbai ]",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F514800139%2F301698109321%2F1%2Foriginal.20230515-111858?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1920%2C960&s=f5179050de6186b88f3f95785225ec23,https://www.eventbrite.com/checkout-external?eid=636461803387,2023-06-16,11:00,2023-06-17,20:00,Tulip Star Hotel,23-B Vaikunthlal Mehta Road,,Affairs Events & Exhibitions,https://www.eventbrite.com/o/affairs-events-amp-exhibitions-19973012211,https://www.eventbrite.com/e/fashion-affair-16-17-june-hotel-tulip-star-juhu-mumbai-tickets-636461803387
82,Global Education Fair - 2023 | Pune,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F524375019%2F153129564763%2F1%2Foriginal.20230529-054752?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1920%2C960&s=08d4bfab56cd819c6e8a3934cd7c76e8,https://www.eventbrite.com/checkout-external?eid=645148986987,2023-06-11,10:00,2023-06-11,18:00,Hyatt Pune,88 Nagar Road,,upGrad Abroad,https://www.eventbrite.com/o/upgrad-abroad-57200589783,https://www.eventbrite.com/e/global-education-fair-2023-pune-tickets-645148986987
83,KLINIKUM| Healthcare Innovation Trends,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F486844359%2F262347974128%2F1%2Foriginal.20220412-184602?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1790%2C895&s=0092a6dc91a286bcce3bbfb15418baf4,https://www.eventbrite.com/checkout-external?eid=611101760817,2023-06-14,19:00,2023-06-14,22:00,Klinikum Online Classroom,.,.,"Kat Usop, MSHI",https://www.eventbrite.com/o/kat-usop-mshi-17526467445,https://www.eventbrite.com/e/klinikum-healthcare-innovation-trends-tickets-611101760817
84,ALGORYTHM™| Intro to Machine Learning,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F333111799%2F262347974128%2F1%2Foriginal.20220727-130048?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C98%2C1920%2C960&s=9bf35b012de671ec4ce70d1d2f02e51d,https://www.eventbrite.com/checkout-external?eid=400184611947,2023-06-15,19:00,2023-06-15,22:00,Algorythm Online Classroom,.,.,"Kat Usop, MSHI",https://www.eventbrite.com/o/kat-usop-mshi-17526467445,https://www.eventbrite.com/e/algorythmtm-intro-to-machine-learning-tickets-400184611947
85,Basic Life Support for Healthcare Professionals Level 2 Classroom Course,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F437749679%2F75251908649%2F1%2Foriginal.20200424-103026?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C19%2C960%2C480&s=32ac7c080e295c81acacc4bce0e5dea5,https://www.eventbrite.com/checkout-external?eid=532084989527,2023-11-07,14:00,2023-11-07,18:00,"Holiday Inn Mumbai International Airport, an IHG Hotel",Junction Andheri - Kurla Road,,Fitzcharles Training Ltd,https://www.eventbrite.co.uk/o/fitzcharles-training-ltd-8482180526,https://www.eventbrite.co.uk/e/basic-life-support-for-healthcare-professionals-level-2-classroom-course-tickets-532084989527
86,"VIRTUAL SOFTWARE DEVELOPMENT CONFERENCE Vadodara, India",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F513430449%2F1083060350403%2F1%2Foriginal.20230511-074924?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C81%2C1920%2C960&s=c74e97e6faaa2f6931d733ae488e7e14,https://www.eventbrite.com/checkout-external?eid=635289125877,2023-11-15,12:30,2023-11-17,20:30,Online,"INOX - Korum MallEastern Express Highway, Thane, MH, 400606",,BUILD STUFF,https://www.eventbrite.com/o/build-stuff-51333626523,https://www.eventbrite.com/e/virtual-software-development-conference-vadodara-india-tickets-635289125877
87,GLOBAL STARTUPS CLUB l STARTUP NETWORKING,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F530087909%2F3494980802%2F1%2Foriginal.20230606-103519?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=25d551c4807ea12d8a4c8b73f789dd40,https://www.eventbrite.com/checkout-external?eid=651672117847,2023-07-01,21:30,2023-07-02,00:30,Quest Coworks,5th floor,,MOJO STARTUP PVT LTD,https://www.eventbrite.com/o/mojo-startup-pvt-ltd-58623843303,https://www.eventbrite.com/e/global-startups-club-l-startup-networking-tickets-651672117847
88,Career in Fashion Design,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F531918089%2F456306205862%2F1%2Foriginal.20230608-122121?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C6750%2C3375&s=7c8933fa9b685b41c88f38f08e2bb320,https://www.eventbrite.com/checkout-external?eid=653870683817,2023-06-11,10:30,2023-06-11,11:30,"Le Mark School of Art, Andheri",Cosmopolitan Education Society Marg,,Le Mark School Of Art,https://www.eventbrite.com/o/le-mark-school-of-art-30593860344,https://www.eventbrite.com/e/career-in-fashion-design-tickets-653870683817
89,Transforming Indians to Transform India,Unavailable,https://www.eventbrite.com/checkout-external?eid=593893951797,2023-06-15,22:00,2023-06-16,11:00,Mumbai,Chinmaya Mission,,All India Chinmaya Yuva Kendra,https://www.eventbrite.com/o/all-india-chinmaya-yuva-kendra-59710486933,https://www.eventbrite.com/e/transforming-indians-to-transform-india-tickets-593893951797
90,Vedic Chanting and stotram,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F468324399%2F537738506521%2F1%2Foriginal.20230314-073558?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C360%2C1586%2C793&s=ca6df4ee3d5b38a7892afffc4b34675e,https://www.eventbrite.com/checkout-external?eid=586881788227,2023-06-16,16:00,2023-06-16,17:00,Mayfair Mystic,17-9 Tilak Road,,All India Chinmaya Yuva Kendra,https://www.eventbrite.com/o/all-india-chinmaya-yuva-kendra-59710486933,https://www.eventbrite.com/e/vedic-chanting-and-stotram-tickets-586881788227
91,CXO Cloud Summit and Awards 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F507361429%2F1430021465293%2F1%2Foriginal.20230504-072839?w=270&auto=format%2Ccompress&q=75&sharp=10&s=9afe277b1d76415762f953678e9ddb98,https://www.eventbrite.com/checkout-external?eid=623433104197,2023-06-23,17:00,2023-06-24,09:00,Mumbai,mumbai,,TechPlus Media PVT LTD.,https://www.eventbrite.com/o/techplus-media-pvt-ltd-61945775183,https://www.eventbrite.com/e/cxo-cloud-summit-and-awards-2023-tickets-623433104197
92,WOFX - World Furniture Expo,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F502178559%2F1525760560353%2F1%2Foriginal.20230427-095428?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C600%2C300&s=562e6d20baed2d7790ed21cd8745aa62,https://www.eventbrite.com/checkout-external?eid=626084775417,2023-11-28,10:00,2023-11-30,18:00,Bombay Exhibition Centre,NESCO,Goregaon,Worldex India Exhibition & Promotion Pvt. Ltd.,https://www.eventbrite.com/o/worldex-india-exhibition-amp-promotion-pvt-ltd-65057717353,https://www.eventbrite.com/e/wofx-world-furniture-expo-tickets-626084775417
93,Speed Reading Crash Course - Mumbai,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F408904039%2F768571642273%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=7748db42f63d1661fbb214f3aee62b31,https://www.eventbrite.com/checkout-external?eid=487231892707,2023-06-13,20:30,2023-06-13,21:30,Mumbai,[ONLINE EVENT],,Iris Reading,https://www.eventbrite.com/o/iris-reading-58158045383,https://www.eventbrite.com/e/speed-reading-crash-course-mumbai-tickets-487231892707
94,Canada Immigration - Live Q&A (Mumbai),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F469463529%2F1432415879683%2F1%2Foriginal.20230315-105940?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=7fff008a51378ebe99b3166c1fd12d83,https://www.eventbrite.com/checkout-external?eid=626103541547,2023-06-15,21:30,2023-06-15,22:30,Online over ZOOM,28-B Western Express Highway,,HIC Immigration Consulting Inc.,https://www.eventbrite.com/o/hic-immigration-consulting-inc-63853728013,https://www.eventbrite.com/e/canada-immigration-live-qa-mumbai-tickets-626103541547
95,"SCAD Summer Workshop Mumbai, India: Branding and The Art of Communication",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F518457759%2F1552299934583%2F1%2Foriginal.20230519-142906?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=240%2C0%2C800%2C400&s=e7521cafe11549f5f71239f017b652b6,https://www.eventbrite.com/checkout-external?eid=639349781407,2023-07-03,10:00,2023-07-07,18:00,COGS Early Advising,Vile  Parle,,SCAD: Savannah College of Art and Design,https://www.eventbrite.com/o/scad-savannah-college-of-art-and-design-65830690553,https://www.eventbrite.com/e/scad-summer-workshop-mumbai-india-branding-and-the-art-of-communication-tickets-639349781407
96,Street Meetup at Koregaon Park on 25th June - Pune by KickAzz,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F532135979%2F1596303417783%2F1%2Foriginal.20230608-164607?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C6912%2C3456&s=bcf24f613ce14d1432c1763c19b395b2,https://www.eventbrite.com/checkout-external?eid=654073991917,2023-07-25,18:00,2023-07-25,20:00,Koregaon Park,Koregaon Park,,Kickazz,https://www.eventbrite.com/o/kickazz-67027781943,https://www.eventbrite.com/e/street-meetup-at-koregaon-park-on-25th-june-pune-by-kickazz-tickets-654073991917
97,Navigating your career in Tech,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F477468339%2F1047584908523%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=97c02a5f9a98dffa6d158b54e6709f45,https://www.eventbrite.com/checkout-external?eid=598858340417,2023-08-06,10:00,2023-08-06,12:00,Tech4Leap,"Waters Edge, Vishal Nagar",Pimple Nilakh,Tech4Leap,https://www.eventbrite.com/o/tech4leap-63292194603,https://www.eventbrite.com/e/navigating-your-career-in-tech-tickets-598858340417
98,New Acropolis Celebrates Human Values Through Culture,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F520122189%2F213611455990%2F1%2Foriginal.20230522-200119?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C141%2C928%2C464&s=f6c1dc03b5f60ac54d4c90243d63d2cc,https://www.eventbrite.com/checkout-external?eid=640827180347,2023-06-10,18:00,2023-06-10,20:30,Chemould Prescott Road,G. Talwatkar Marg,,New Acropolis India ,https://www.eventbrite.com/o/new-acropolis-india-30948762389,https://www.eventbrite.com/e/new-acropolis-celebrates-human-values-through-culture-tickets-640827180347
99,India Expo- Integrity Events limited,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F321005099%2F228578583592%2F1%2Foriginal.20220719-154037?w=320&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C320%2C160&s=17ad31628ea49e5fa64c607700c8e199,https://www.eventbrite.com/checkout-external?eid=360420245657,2023-09-02,09:00,2023-09-03,19:00,"Trident Hotel, Nariman Point Mumbai",Marine Drive,,Integrity Events Limited ,https://www.eventbrite.co.uk/o/integrity-events-limited-18263502829,https://www.eventbrite.co.uk/e/india-expo-integrity-events-limited-tickets-360420245657
100,Mumbai 2023 Venture Capital World Summit,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F201338329%2F626217048%2F1%2Foriginal.20211215-140558?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=db0e97f1760fe0bdc0c192f3d1278bed,https://www.eventbrite.com/checkout-external?eid=151091112585,2023-10-17,09:00,2023-10-17,15:00,TBA,TBA,,Venture Capital World Summit OU,https://www.eventbrite.com/o/venture-capital-world-summit-ou-30368570276,https://www.eventbrite.com/e/mumbai-2023-venture-capital-world-summit-tickets-151091112585
101,Patchworks with Fabrics,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F517367149%2F1297865715663%2F1%2Foriginal.20230518-051311?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C11%2C1316%2C658&s=b1fcfa2e9767194e26166a698e7b2507,https://www.eventbrite.com/checkout-external?eid=638489518337,2023-06-17,09:00,2023-06-17,11:00,Sanjay Gandhi National Park,Borivali (E),,ConnectFor,https://www.eventbrite.com/o/connectfor-57764741393,https://www.eventbrite.com/e/patchworks-with-fabrics-tickets-638489518337
102,The Art of Mind Control,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F494187659%2F1507003493593%2F1%2Foriginal.20230417-111402?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C380%2C1200%2C600&s=bc1248708e0819c2313849bb683618c9,https://www.eventbrite.com/checkout-external?eid=618969383087,2023-06-10,17:30,2023-06-10,20:30,Hare Krishna Mandir,105 Baner Road,,FOLK | Youth Empowerment club,https://www.eventbrite.com/o/folk-youth-empowerment-club-64531096633,https://www.eventbrite.com/e/the-art-of-mind-control-tickets-618969383087
103,How to Improve Your Memory - Mumbai,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F409246279%2F768571642273%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=7e4f71281e6edb1fe4596714d1ffeb3f,https://www.eventbrite.com/checkout-external?eid=487969137827,2023-06-14,20:30,2023-06-14,21:30,Mumbai,[ONLINE EVENT],,Iris Reading,https://www.eventbrite.com/o/iris-reading-58158045383,https://www.eventbrite.com/e/how-to-improve-your-memory-mumbai-tickets-487969137827
104,Gifting Exhibition,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F488153469%2F1492622818623%2F1%2Foriginal.20230408-082824?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C960%2C480&s=5eb9c4a7975321762e45470320eacfe1,https://www.eventbrite.com/checkout-external?eid=613277699107,2023-08-08,11:00,2023-08-11,19:00,Nehru Centre: Hall Of Harmony,"Nehru Centre, worli",,Giftex India,https://www.eventbrite.com/o/giftex-india-64078470273,https://www.eventbrite.com/e/gifting-exhibition-tickets-613277699107
105,Azure OpenAI Day - 2023 - Mumbai - INDIA,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F513507879%2F281080901084%2F1%2Foriginal.20230512-120641?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C26%2C1920%2C960&s=025333da898234bf96bb4dda626702fe,https://www.eventbrite.com/checkout-external?eid=635342174547,2023-06-24,11:00,2023-06-24,16:00,"Microsoft Corporation India Private Limited, Mumbai","4th Floor, Windsor,","Kalina, Santacruz East",Dear Azure | AZ-INDIA by Kasam Shaikh,https://www.eventbrite.com/o/dear-azure-az-india-by-kasam-shaikh-18178264307,https://www.eventbrite.com/e/azure-openai-day-2023-mumbai-india-tickets-635342174547
106,After Party: Farewell,Unavailable,https://www.eventbrite.com/checkout-external?eid=636124745237,2023-06-19,19:00,2023-06-19,22:00,The Park Hotels Navi Mumbai,1 Nirmaladevi Marg,,AIBAS and BombayMonks,https://www.eventbrite.com/o/aibas-and-bombaymonks-65877717453,https://www.eventbrite.com/e/after-party-farewell-registration-636124745237
107,Forage In the Forest: Experience Forest & Wild Food Heritage of Sahyadris,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F519585619%2F1567222425903%2F1%2Foriginal.20230522-080216?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=252%2C0%2C1600%2C800&s=62c9b90401b26b902761a6f15f34416d,https://www.eventbrite.com/checkout-external?eid=640398407877,2023-06-11,08:00,2023-06-11,15:30,"Forest Walk at Vare, near Karjat",Vare Town,,Monks Bouffe,https://www.eventbrite.com/o/monks-bouffe-66225374133,https://www.eventbrite.com/e/forage-in-the-forest-experience-forest-wild-food-heritage-of-sahyadris-registration-640398407877
108,3rd Annual Computer Software Assurance 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F505427839%2F1305370695333%2F1%2Foriginal.20230502-102242?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C25%2C700%2C350&s=0e3cdd0f67824b9f4ce89adb0f84fd1a,https://www.eventbrite.com/checkout-external?eid=629120635757,2023-06-22,08:30,2023-06-23,18:30,Mumbai,Mumbai,,Eminence Business Media,https://www.eventbrite.com/o/eminence-business-media-57991044503,https://www.eventbrite.com/e/3rd-annual-computer-software-assurance-2023-tickets-629120635757
